822.949937,-1294.452102,102.6917244
821.3882572,-1294.802332,101.9837152
819.8444252,-1295.15015,101.2841102
818.2916693,-1295.500661,100.5826772
816.7289042,-1295.854273,99.87888058
815.1837165,-1296.203906,99.18529134
813.6372585,-1296.553894,98.49205774
812.0726378,-1296.90922,97.79210236
810.5175984,-1297.263803,97.09743307
808.9528281,-1297.621717,96.40085827
807.3957113,-1297.977937,95.7099042
805.8371562,-1298.335312,95.02477559
816.7388228,-1308.770092,112.5556614
816.7091824,-1307.046076,112.3221549
816.6898097,-1305.32235,112.0838045
816.680273,-1303.599908,111.8411719
816.6797205,-1301.877602,111.593979
816.687437,-1300.155444,111.3443661
816.7020892,-1298.423816,111.0902992
816.7232835,-1296.693201,110.8343425
816.7514829,-1294.962722,110.5754961
816.7848688,-1293.232551,110.3133766
816.8229843,-1291.50322,110.0495039
816.8629449,-1289.783772,109.7857638
802.4350262,-1293.847265,111.8338215
802.4350262,-1293.847265,111.8338215
802.4350262,-1293.847265,111.8338215
818.7044961,-1291.729709,113.2845853
818.7044961,-1291.729709,113.2845853
818.7044961,-1291.729709,113.2845853
804.5993215,-1298.619643,94.48418504
804.5993215,-1298.619643,94.48418504
804.5993215,-1298.619643,94.48418504
820.9063675,-1294.910432,101.7651076
820.9063675,-1294.910432,101.7651076
820.9063675,-1294.910432,101.7651076
835.583,-1289.761,114.794
835.583,-1289.761,114.794
835.583,-1289.761,114.794
837.1704055,-1291.271945,109.2744409
837.1704055,-1291.271945,109.2744409
837.1704055,-1291.271945,109.2744409
803.3569554,-1309.754436,98.42745144
803.3569554,-1309.754436,98.42745144
803.3569554,-1309.754436,98.42745144
818.460189,-1306.908024,105.0092126
818.460189,-1306.908024,105.0092126
818.460189,-1306.908024,105.0092126
832.1193543,-1304.337028,111.1857756
832.1193543,-1304.337028,111.1857756
832.1193543,-1304.337028,111.1857756
804.8378976,-1305.984075,113.5344803
804.8378976,-1305.984075,113.5344803
804.8378976,-1305.984075,113.5344803
817.2550643,-1304.769587,114.3002336
817.2550643,-1304.769587,114.3002336
817.2550643,-1304.769587,114.3002336
829.6509869,-1303.593818,115.1441417
829.6509869,-1303.593818,115.1441417
829.6509869,-1303.593818,115.1441417
815.0177034,-1289.994097,89.597021
815.0177034,-1289.994097,89.597021
815.0177034,-1289.994097,89.597021
815.9996339,-1306.680979,98.43714567
815.9996339,-1306.680979,98.43714567
815.9996339,-1306.680979,98.43714567
817.17,-1323.351333,107.2426667
817.17,-1323.351333,107.2426667
817.17,-1323.351333,107.2426667
816.9138543,-1287.678929,109.4629094
816.9138543,-1287.678929,109.4629094
816.9138543,-1287.678929,109.4629094
816.6823753,-1304.302488,111.9411995
816.6823753,-1304.302488,111.9411995
816.6823753,-1304.302488,111.9411995
817.1484567,-1320.859094,114.0616142
817.1484567,-1320.859094,114.0616142
817.1484567,-1320.859094,114.0616142
826.12,-1318.62,113.06
826.12,-1318.62,113.06
826.12,-1318.62,113.06
834.01,-1306.29,112.92
834.01,-1306.29,112.92
834.01,-1306.29,112.92
842.00,-1293.96,113.15
842.00,-1293.96,113.15
842.00,-1293.96,113.15
849.75,-1281.60,113.08
849.75,-1281.60,113.08
849.75,-1281.60,113.08
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00